workforce_snapshot_key,snapshot_date,employee_id,dept_code,job_code,band,manager_employee_id,employment_status,hire_date,tenure_months,months_since_last_move,last_move_date,seniority_risk_window_flag,seniority_risk_window_label,warning_letter_count_12m,is_excluded_from_risk_list,exclusion_reason,flight_risk_score,flight_risk_band
24356,2024-09-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,42,27,2022-06-01,False,,0,False,,10.13,Low
24357,2024-10-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,43,28,2022-06-01,False,,0,False,,10.83,Low
24358,2024-11-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,44,29,2022-06-01,False,,0,False,,11.52,Low
24359,2024-12-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,45,30,2022-06-01,False,,0,False,,13.42,Low
24360,2025-01-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,46,31,2022-06-01,False,,0,False,,14.76,Low
24361,2025-02-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,47,32,2022-06-01,False,,0,False,,15.45,Low
24362,2025-03-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,48,33,2022-06-01,False,,0,False,,14.63,Low
24363,2025-04-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,49,34,2022-06-01,False,,0,False,,15.57,Low
24364,2025-05-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,50,35,2022-06-01,False,,0,False,,16.01,Low
24365,2025-06-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,51,36,2022-06-01,False,,0,False,,16.71,Low
24366,2025-07-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,52,37,2022-06-01,False,,0,False,,17.4,Low
24367,2025-08-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,53,38,2022-06-01,False,,0,False,,18.1,Low
24368,2025-09-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,54,39,2022-06-01,False,,0,False,,18.79,Low
24369,2025-10-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,55,40,2022-06-01,False,,0,False,,20.36,Low
24370,2025-11-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,56,41,2022-06-01,False,,0,False,,20.18,Low
24371,2025-12-01,E000541,01QT000005,FC014M,Band 5,E001360,Active,2021-03-01,57,42,2022-06-01,False,,0,False,,20.88,Low
24372,2021-03-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,0,0,2021-03-01,False,,1,False,,15.84,Low
24373,2021-04-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,1,1,2021-03-01,False,,1,False,,10.46,Low
24374,2021-05-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,2,2,2021-03-01,False,,1,False,,11.84,Low
24375,2021-06-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,3,3,2021-03-01,False,,1,False,,9.46,Low
24376,2021-07-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,4,4,2021-03-01,False,,1,False,,13.21,Low
24377,2021-08-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,5,5,2021-03-01,False,,1,False,,9.46,Low
24378,2021-09-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,6,6,2021-03-01,False,,1,False,,9.46,Low
24379,2021-10-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,7,7,2021-03-01,False,,1,False,,9.96,Low
24380,2021-11-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,8,8,2021-03-01,False,,1,False,,9.92,Low
24381,2021-12-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,9,9,2021-03-01,False,,1,False,,12.0,Low
24382,2022-01-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,10,10,2021-03-01,False,,1,False,,11.22,Low
24383,2022-02-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,11,11,2021-03-01,True,12M_ANNIVERSARY,1,False,,18.22,Low
24384,2022-03-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,12,12,2021-03-01,True,12M_ANNIVERSARY,0,False,,16.68,Low
24385,2022-04-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,13,13,2021-03-01,True,12M_ANNIVERSARY,0,False,,17.48,Low
24386,2022-05-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,14,14,2021-03-01,False,,0,False,,9.68,Low
24387,2022-06-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,15,15,2021-03-01,False,,0,False,,10.6,Low
24388,2022-07-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,16,16,2021-03-01,False,,0,False,,10.6,Low
24389,2022-08-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,17,17,2021-03-01,True,18M_ANNIVERSARY,0,False,,16.68,Low
24390,2022-09-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,18,18,2021-03-01,True,18M_ANNIVERSARY,0,False,,16.68,Low
24391,2022-10-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,19,19,2021-03-01,True,18M_ANNIVERSARY,0,False,,16.68,Low
24392,2022-11-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,20,20,2021-03-01,False,,0,False,,9.68,Low
24393,2022-12-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,21,21,2021-03-01,False,,0,False,,10.35,Low
24394,2023-01-01,E000542,01CN000057,MM016D,Band 7,E000762,Active,2021-03-01,22,22,2021-03-01,False,,0,False,,11.43,Low
24395,2023-02-01,E000542,01CN000057,MM016D,Band 7,E000762,Terminated,2021-03-01,23,23,2021-03-01,False,,0,False,,11.43,Low
24396,2021-03-01,E000543,01CN000072,MJ044S,Band 3,,Active,2021-03-01,0,0,2021-03-01,False,,0,False,,23.04,Low
24397,2021-04-01,E000543,01CN000072,MJ044S,Band 3,,Active,2021-03-01,1,1,2021-03-01,False,,0,False,,26.12,Low
24398,2021-05-01,E000543,01CN000072,MJ044S,Band 3,,Active,2021-03-01,2,2,2021-03-01,False,,0,False,,23.12,Low
24399,2021-06-01,E000543,01CN000072,MJ044S,Band 3,,Terminated,2021-03-01,3,3,2021-03-01,False,,0,False,,18.66,Low
24400,2021-03-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,0,0,2021-03-01,False,,0,False,,9.7,Low
24401,2021-04-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,1,1,2021-03-01,False,,0,False,,11.24,Low
24402,2021-05-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,2,2,2021-03-01,False,,0,False,,13.62,Low
24403,2021-06-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,3,3,2021-03-01,False,,0,False,,13.87,Low
24404,2021-07-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,4,4,2021-03-01,False,,0,False,,11.62,Low
24405,2021-08-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,5,5,2021-03-01,False,,0,False,,11.24,Low
24406,2021-09-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,6,6,2021-03-01,False,,0,False,,10.03,Low
24407,2021-10-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,7,7,2021-03-01,False,,0,False,,10.28,Low
24408,2021-11-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,8,8,2021-03-01,False,,0,False,,15.41,Low
24409,2021-12-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,9,9,2021-03-01,False,,0,False,,9.7,Low
24410,2022-01-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,10,10,2021-03-01,False,,0,False,,11.44,Low
24411,2022-02-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,11,11,2021-03-01,True,12M_ANNIVERSARY,0,False,,22.61,Low
24412,2022-03-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,12,12,2021-03-01,True,12M_ANNIVERSARY,0,False,,20.26,Low
24413,2022-04-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,13,13,2021-03-01,True,12M_ANNIVERSARY,0,False,,22.63,Low
24414,2022-05-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,14,14,2021-03-01,False,,0,False,,14.34,Low
24415,2022-06-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,15,15,2021-03-01,False,,0,False,,12.88,Low
24416,2022-07-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,16,16,2021-03-01,False,,0,False,,13.22,Low
24417,2022-08-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,17,17,2021-03-01,True,18M_ANNIVERSARY,0,False,,21.38,Low
24418,2022-09-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,18,18,2021-03-01,True,18M_ANNIVERSARY,0,False,,20.13,Low
24419,2022-10-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,19,19,2021-03-01,True,18M_ANNIVERSARY,0,False,,21.93,Low
24420,2022-11-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,20,20,2021-03-01,False,,0,False,,13.3,Low
24421,2022-12-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,21,21,2021-03-01,False,,0,False,,16.34,Low
24422,2023-01-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,22,22,2021-03-01,False,,0,False,,16.11,Low
24423,2023-02-01,E000544,01CN000027,M00109,Band 3,E001029,Active,2021-03-01,23,23,2021-03-01,False,,0,False,,13.28,Low
24424,2023-03-01,E000544,01CN000027,M00109,Band 3,E001029,Terminated,2021-03-01,24,24,2021-03-01,False,,0,False,,12.81,Low
24425,2021-03-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,0,0,2021-03-01,False,,0,False,,7.38,Low
24426,2021-04-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,1,1,2021-03-01,False,,0,False,,3.17,Low
24427,2021-05-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,2,2,2021-03-01,False,,0,False,,5.38,Low
24428,2021-06-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,3,3,2021-03-01,False,,0,False,,3.17,Low
24429,2021-07-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,4,4,2021-03-01,False,,0,False,,6.33,Low
24430,2021-08-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,5,5,2021-03-01,False,,0,False,,3.17,Low
24431,2021-09-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,6,6,2021-03-01,False,,0,False,,3.17,Low
24432,2021-10-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,7,7,2021-03-01,False,,0,False,,3.92,Low
24433,2021-11-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,8,8,2021-03-01,False,,0,False,,5.04,Low
24434,2021-12-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,9,9,2021-03-01,False,,0,False,,4.92,Low
24435,2022-01-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,10,10,2021-03-01,False,,0,False,,5.34,Low
24436,2022-02-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,11,11,2021-03-01,True,12M_ANNIVERSARY,0,False,,13.0,Low
24437,2022-03-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,12,12,2021-03-01,True,12M_ANNIVERSARY,0,False,,11.75,Low
24438,2022-04-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,13,13,2021-03-01,True,12M_ANNIVERSARY,0,False,,10.58,Low
24439,2022-05-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,14,14,2021-03-01,False,,0,False,,4.25,Low
24440,2022-06-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,15,15,2021-03-01,False,,0,False,,3.58,Low
24441,2022-07-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,16,16,2021-03-01,False,,0,False,,4.54,Low
24442,2022-08-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,17,17,2021-03-01,True,18M_ANNIVERSARY,0,False,,10.58,Low
24443,2022-09-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,18,18,2021-03-01,True,18M_ANNIVERSARY,0,False,,11.29,Low
24444,2022-10-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,19,19,2021-03-01,True,18M_ANNIVERSARY,0,False,,10.58,Low
24445,2022-11-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,20,20,2021-03-01,False,,0,False,,3.79,Low
24446,2022-12-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,21,21,2021-03-01,False,,0,False,,3.58,Low
24447,2023-01-01,E000545,01CN000019,MJ029S,Band 4,E001183,Active,2021-03-01,22,22,2021-03-01,False,,0,False,,5.72,Low
24448,2023-02-01,E000545,01CN000019,MJ029S,Band 4,E001183,Terminated,2021-03-01,23,23,2021-03-01,False,,0,False,,7.39,Low
24449,2021-03-01,E000546,01CN000023,MJ011S,Band 4,E001284,Active,2021-03-01,0,0,2021-03-01,False,,0,False,,13.08,Low
24450,2021-04-01,E000546,01CN000023,MJ011S,Band 4,E001284,Terminated,2021-03-01,1,1,2021-03-01,False,,0,False,,9.83,Low
24451,2021-04-01,E000547,01CN000003,MJ011M,Band 4,E001800,Active,2021-04-01,0,0,2021-04-01,False,,0,False,,19.06,Low
24452,2021-05-01,E000547,01CN000003,MJ011M,Band 4,E001800,Terminated,2021-04-01,1,1,2021-04-01,False,,0,False,,16.39,Low
24453,2021-04-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,0,0,2021-04-01,False,,0,False,,7.82,Low
24454,2021-05-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,1,1,2021-04-01,False,,0,False,,7.82,Low
24455,2021-06-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,2,2,2021-04-01,False,,0,False,,7.82,Low
24456,2021-07-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,3,3,2021-04-01,False,,0,False,,7.82,Low
24457,2021-08-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,4,4,2021-04-01,False,,0,False,,7.82,Low
24458,2021-09-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,5,5,2021-04-01,False,,0,False,,7.82,Low
24459,2021-10-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,6,6,2021-04-01,False,,0,False,,7.82,Low
24460,2021-11-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,7,7,2021-04-01,False,,0,False,,7.82,Low
24461,2021-12-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,8,8,2021-04-01,False,,0,False,,7.82,Low
24462,2022-01-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,9,9,2021-04-01,False,,0,False,,9.68,Low
24463,2022-02-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,10,10,2021-04-01,False,,0,False,,9.68,Low
24464,2022-03-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,11,11,2021-04-01,True,12M_ANNIVERSARY,0,False,,16.68,Low
24465,2022-04-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,12,12,2021-04-01,True,12M_ANNIVERSARY,0,False,,15.67,Low
24466,2022-05-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,13,13,2021-04-01,True,12M_ANNIVERSARY,0,False,,15.67,Low
24467,2022-06-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,14,14,2021-04-01,False,,0,False,,8.67,Low
24468,2022-07-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,15,15,2021-04-01,False,,0,False,,8.67,Low
24469,2022-08-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,16,16,2021-04-01,False,,0,False,,8.67,Low
24470,2022-09-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,17,17,2021-04-01,True,18M_ANNIVERSARY,0,False,,15.67,Low
24471,2022-10-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,18,18,2021-04-01,True,18M_ANNIVERSARY,0,False,,15.67,Low
24472,2022-11-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,19,19,2021-04-01,True,18M_ANNIVERSARY,0,False,,15.67,Low
24473,2022-12-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,20,20,2021-04-01,False,,0,False,,8.67,Low
24474,2023-01-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,21,21,2021-04-01,False,,0,False,,10.48,Low
24475,2023-02-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,22,22,2021-04-01,False,,0,False,,10.48,Low
24476,2023-03-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,23,23,2021-04-01,False,,0,False,,10.48,Low
24477,2023-04-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,24,24,2021-04-01,False,,0,False,,9.66,Low
24478,2023-05-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,25,25,2021-04-01,False,,0,False,,10.35,Low
24479,2023-06-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,26,26,2021-04-01,False,,0,False,,11.05,Low
24480,2023-07-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,27,27,2021-04-01,False,,0,False,,11.74,Low
24481,2023-08-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,28,28,2021-04-01,False,,0,False,,12.44,Low
24482,2023-09-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,29,29,2021-04-01,False,,0,False,,13.13,Low
24483,2023-10-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,30,30,2021-04-01,False,,0,False,,13.83,Low
24484,2023-11-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,31,31,2021-04-01,False,,0,False,,14.52,Low
24485,2023-12-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,32,32,2021-04-01,False,,0,False,,15.21,Low
24486,2024-01-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,33,33,2021-04-01,False,,0,False,,17.65,Low
24487,2024-02-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,34,34,2021-04-01,False,,0,False,,18.35,Low
24488,2024-03-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,35,35,2021-04-01,False,,0,False,,19.04,Low
24489,2024-04-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,36,36,2021-04-01,False,,0,False,,18.66,Low
24490,2024-05-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,37,37,2021-04-01,False,,0,False,,19.36,Low
24491,2024-06-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,38,38,2021-04-01,False,,0,False,,20.05,Low
24492,2024-07-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,39,39,2021-04-01,False,,0,False,,20.75,Low
24493,2024-08-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,40,40,2021-04-01,False,,0,False,,21.44,Low
24494,2024-09-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,41,41,2021-04-01,False,,0,False,,22.14,Low
24495,2024-10-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,42,42,2021-04-01,False,,0,False,,22.83,Low
24496,2024-11-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,43,43,2021-04-01,False,,0,False,,23.52,Low
24497,2024-12-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,44,44,2021-04-01,False,,0,False,,24.22,Low
24498,2025-01-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,45,45,2021-04-01,False,,0,False,,26.61,Low
24499,2025-02-01,E000548,01CN000078,MK044S,Band 4,E001082,Active,2021-04-01,46,46,2021-04-01,False,,0,False,,27.31,Low
24500,2025-03-01,E000548,01CN000078,MK044S,Band 4,E001082,Terminated,2021-04-01,47,47,2021-04-01,False,,0,False,,28.0,Low
24501,2021-04-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,0,0,2021-04-01,False,,0,False,,9.09,Low
24502,2021-05-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,1,1,2021-04-01,False,,0,False,,6.46,Low
24503,2021-06-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,2,2,2021-04-01,False,,0,False,,4.5,Low
24504,2021-07-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,3,3,2021-04-01,False,,0,False,,3.25,Low
24505,2021-08-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,4,4,2021-04-01,False,,0,False,,7.88,Low
24506,2021-09-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,5,5,2021-04-01,False,,0,False,,8.71,Low
24507,2021-10-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,6,6,2021-04-01,False,,0,False,,4.75,Low
24508,2021-11-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,7,7,2021-04-01,False,,0,False,,7.42,Low
24509,2021-12-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,8,8,2021-04-01,False,,0,False,,6.92,Low
24510,2022-01-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,9,9,2021-04-01,False,,0,False,,6.71,Low
24511,2022-02-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,10,10,2021-04-01,False,,0,False,,10.04,Low
24512,2022-03-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,11,11,2021-04-01,True,12M_ANNIVERSARY,0,False,,16.17,Low
24513,2022-04-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,12,12,2021-04-01,True,12M_ANNIVERSARY,0,False,,18.66,Low
24514,2022-05-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,13,13,2021-04-01,True,12M_ANNIVERSARY,0,False,,15.41,Low
24515,2022-06-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,14,14,2021-04-01,False,,0,False,,6.7,Low
24516,2022-07-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,15,15,2021-04-01,False,,0,False,,8.08,Low
24517,2022-08-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,16,16,2021-04-01,False,,0,False,,11.04,Low
24518,2022-09-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,17,17,2021-04-01,True,18M_ANNIVERSARY,0,False,,13.83,Low
24519,2022-10-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,18,18,2021-04-01,True,18M_ANNIVERSARY,0,False,,16.33,Low
24520,2022-11-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,19,19,2021-04-01,True,18M_ANNIVERSARY,0,False,,16.41,Low
24521,2022-12-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,20,20,2021-04-01,False,,0,False,,9.25,Low
24522,2023-01-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,21,21,2021-04-01,False,,0,False,,8.43,Low
24523,2023-02-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,22,22,2021-04-01,False,,0,False,,7.68,Low
24524,2023-03-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,23,23,2021-04-01,False,,0,False,,6.89,Low
24525,2023-04-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,24,0,2023-04-01,False,,0,False,,5.69,Low
24526,2023-05-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,25,1,2023-04-01,False,,0,False,,5.69,Low
24527,2023-06-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,26,2,2023-04-01,False,,0,False,,6.98,Low
24528,2023-07-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,27,3,2023-04-01,False,,0,False,,5.69,Low
24529,2023-08-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,28,4,2023-04-01,False,,0,False,,9.77,Low
24530,2023-09-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,29,5,2023-04-01,False,,0,False,,10.44,Low
24531,2023-10-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,30,6,2023-04-01,False,,0,False,,5.69,Low
24532,2023-11-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,31,7,2023-04-01,False,,0,False,,6.69,Low
24533,2023-12-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,32,8,2023-04-01,False,,0,False,,7.15,Low
24534,2024-01-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,33,9,2023-04-01,False,,0,False,,7.69,Low
24535,2024-02-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,34,10,2023-04-01,False,,0,False,,8.99,Low
24536,2024-03-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,35,11,2023-04-01,False,,0,False,,11.4,Low
24537,2024-04-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,36,12,2023-04-01,False,,0,False,,8.65,Low
24538,2024-05-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,37,13,2023-04-01,False,,0,False,,8.27,Low
24539,2024-06-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,38,14,2023-04-01,False,,0,False,,7.1,Low
24540,2024-07-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,39,15,2023-04-01,False,,0,False,,6.77,Low
24541,2024-08-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,40,16,2023-04-01,False,,0,False,,6.77,Low
24542,2024-09-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,41,17,2023-04-01,False,,0,False,,6.81,Low
24543,2024-10-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,42,18,2023-04-01,False,,0,False,,6.77,Low
24544,2024-11-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,43,19,2023-04-01,False,,0,False,,6.77,Low
24545,2024-12-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,44,20,2023-04-01,False,,0,False,,6.77,Low
24546,2025-01-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,45,21,2023-04-01,False,,0,False,,9.16,Low
24547,2025-02-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,46,22,2023-04-01,False,,0,False,,9.12,Low
24548,2025-03-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,47,23,2023-04-01,False,,0,False,,9.95,Low
24549,2025-04-01,E000549,01QT000012,FA031S,Band 4,,Active,2021-04-01,48,24,2023-04-01,False,,0,False,,6.37,Low
