salary_snapshot_key,employee_id,snapshot_date,dept_code,band,base_salary,currency_code,market_p50,salary_gap_to_p50_pct,compa_ratio,is_pay_frozen,pay_freeze_months
30934,E000714,2022-05-01,01CN000079,Band 3,14356575,VND,20330000,-0.2938,0.7062,False,0
30935,E000714,2022-06-01,01CN000079,Band 3,14356575,VND,20330000,-0.2938,0.7062,False,0
30936,E000714,2022-07-01,01CN000079,Band 3,14356575,VND,20330000,-0.2938,0.7062,False,0
30937,E000714,2022-08-01,01CN000079,Band 3,14356575,VND,20330000,-0.2938,0.7062,False,0
30938,E000714,2022-09-01,01CN000079,Band 3,14356575,VND,20330000,-0.2938,0.7062,False,0
30939,E000714,2022-10-01,01CN000079,Band 3,14356575,VND,20330000,-0.2938,0.7062,False,0
30940,E000714,2022-11-01,01CN000079,Band 3,14356575,VND,20330000,-0.2938,0.7062,False,0
30941,E000714,2022-12-01,01CN000079,Band 3,14356575,VND,20330000,-0.2938,0.7062,False,0
30942,E000714,2023-01-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30943,E000714,2023-02-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30944,E000714,2023-03-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30945,E000714,2023-04-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30946,E000714,2023-05-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30947,E000714,2023-06-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30948,E000714,2023-07-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30949,E000714,2023-08-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30950,E000714,2023-09-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30951,E000714,2023-10-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30952,E000714,2023-11-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30953,E000714,2023-12-01,01CN000079,Band 3,14730445,VND,21753000,-0.3228,0.6772,False,0
30954,E000714,2024-01-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,False,0
30955,E000714,2024-02-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,False,0
30956,E000714,2024-03-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,True,1
30957,E000714,2024-04-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,True,2
30958,E000714,2024-05-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,True,3
30959,E000714,2024-06-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,True,4
30960,E000714,2024-07-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,True,5
30961,E000714,2024-08-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,True,6
30962,E000714,2024-09-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,True,7
30963,E000714,2024-10-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,True,8
30964,E000714,2024-11-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,False,0
30965,E000714,2024-12-01,01CN000079,Band 3,15539266,VND,23276000,-0.3324,0.6676,False,0
30966,E000714,2025-01-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30967,E000714,2025-02-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30968,E000714,2025-03-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30969,E000714,2025-04-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30970,E000714,2025-05-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30971,E000714,2025-06-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30972,E000714,2025-07-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30973,E000714,2025-08-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30974,E000714,2025-09-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30975,E000714,2025-10-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30976,E000714,2025-11-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30977,E000714,2025-12-01,01CN000079,Band 3,16391823,VND,24905000,-0.3418,0.6582,False,0
30978,E000715,2022-01-01,01CN000087,Band 5,33232263,VND,34240000,-0.0294,0.9706,False,0
30979,E000715,2022-02-01,01CN000087,Band 5,33232263,VND,34240000,-0.0294,0.9706,False,0
30980,E000715,2022-03-01,01CN000087,Band 5,33232263,VND,34240000,-0.0294,0.9706,False,0
30981,E000715,2022-04-01,01CN000087,Band 5,33232263,VND,34240000,-0.0294,0.9706,False,0
30982,E000715,2022-05-01,01CN000087,Band 5,33232263,VND,34240000,-0.0294,0.9706,False,0
30983,E000715,2022-06-01,01CN000087,Band 5,33232263,VND,34240000,-0.0294,0.9706,False,0
30984,E000715,2022-07-01,01CN000087,Band 5,33232263,VND,34240000,-0.0294,0.9706,False,0
30985,E000715,2022-08-01,01CN000087,Band 5,33232263,VND,34240000,-0.0294,0.9706,False,0
30986,E000716,2022-01-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30987,E000716,2022-02-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30988,E000716,2022-03-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30989,E000716,2022-04-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30990,E000716,2022-05-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30991,E000716,2022-06-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30992,E000716,2022-07-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30993,E000716,2022-08-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30994,E000716,2022-09-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30995,E000716,2022-10-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30996,E000716,2022-11-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30997,E000716,2022-12-01,01CN000057,Band 5,35610706,VND,34240000,0.04,1.04,False,0
30998,E000716,2023-01-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
30999,E000716,2023-02-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31000,E000716,2023-03-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31001,E000716,2023-04-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31002,E000716,2023-05-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31003,E000716,2023-06-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31004,E000716,2023-07-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31005,E000716,2023-08-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31006,E000716,2023-09-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31007,E000716,2023-10-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31008,E000716,2023-11-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31009,E000716,2023-12-01,01CN000057,Band 5,38065048,VND,36637000,0.039,1.039,False,0
31010,E000716,2024-01-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31011,E000716,2024-02-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31012,E000716,2024-03-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31013,E000716,2024-04-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31014,E000716,2024-05-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31015,E000716,2024-06-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31016,E000716,2024-07-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31017,E000716,2024-08-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31018,E000716,2024-09-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31019,E000716,2024-10-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31020,E000716,2024-11-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31021,E000716,2024-12-01,01CN000057,Band 5,38899303,VND,39201000,-0.0077,0.9923,False,0
31022,E000716,2025-01-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31023,E000716,2025-02-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31024,E000716,2025-03-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31025,E000716,2025-04-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31026,E000716,2025-05-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31027,E000716,2025-06-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31028,E000716,2025-07-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31029,E000716,2025-08-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31030,E000716,2025-09-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31031,E000716,2025-10-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31032,E000716,2025-11-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31033,E000716,2025-12-01,01CN000057,Band 5,41142189,VND,41945000,-0.0191,0.9809,False,0
31034,E000717,2022-02-01,01CN000027,Band 3,14700509,VND,20330000,-0.2769,0.7231,False,0
31035,E000717,2022-03-01,01CN000027,Band 3,14700509,VND,20330000,-0.2769,0.7231,False,0
31036,E000717,2022-04-01,01CN000027,Band 3,14700509,VND,20330000,-0.2769,0.7231,False,0
31037,E000717,2022-05-01,01CN000027,Band 3,14700509,VND,20330000,-0.2769,0.7231,False,0
31038,E000717,2022-06-01,01CN000027,Band 3,14700509,VND,20330000,-0.2769,0.7231,False,0
31039,E000717,2022-07-01,01CN000027,Band 3,14700509,VND,20330000,-0.2769,0.7231,False,0
31040,E000718,2022-02-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31041,E000718,2022-03-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31042,E000718,2022-04-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31043,E000718,2022-05-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31044,E000718,2022-06-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31045,E000718,2022-07-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31046,E000718,2022-08-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31047,E000718,2022-09-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31048,E000718,2022-10-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31049,E000718,2022-11-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31050,E000718,2022-12-01,01CN000010,Band 4,20820170,VND,25680000,-0.1892,0.8108,False,0
31051,E000718,2023-01-01,01CN000010,Band 4,20820170,VND,27478000,-0.2423,0.7577,False,0
31052,E000718,2023-02-01,01CN000010,Band 4,22272760,VND,27478000,-0.1894,0.8106,False,0
31053,E000719,2022-02-01,01CN000083,K,20423299,VND,21400000,-0.0456,0.9544,False,0
31054,E000719,2022-03-01,01CN000083,K,20423299,VND,21400000,-0.0456,0.9544,False,0
31055,E000719,2022-04-01,01CN000083,K,20423299,VND,21400000,-0.0456,0.9544,False,0
31056,E000719,2022-05-01,01CN000083,K,20423299,VND,21400000,-0.0456,0.9544,False,0
31057,E000720,2022-02-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31058,E000720,2022-03-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31059,E000720,2022-04-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31060,E000720,2022-05-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31061,E000720,2022-06-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31062,E000720,2022-07-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31063,E000720,2022-08-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31064,E000720,2022-09-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31065,E000720,2022-10-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31066,E000720,2022-11-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31067,E000720,2022-12-01,01CN000010,Band 4,25418571,VND,25680000,-0.0102,0.9898,False,0
31068,E000720,2023-01-01,01CN000010,Band 4,25418571,VND,27478000,-0.0749,0.9251,False,0
31069,E000720,2023-02-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,False,0
31070,E000720,2023-03-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,False,0
31071,E000720,2023-04-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,True,1
31072,E000720,2023-05-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,True,2
31073,E000720,2023-06-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,True,3
31074,E000720,2023-07-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,True,4
31075,E000720,2023-08-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,True,5
31076,E000720,2023-09-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,False,0
31077,E000720,2023-10-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,False,0
31078,E000720,2023-11-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,False,0
31079,E000720,2023-12-01,01CN000010,Band 4,26588753,VND,27478000,-0.0324,0.9676,False,0
31080,E000720,2024-01-01,01CN000010,Band 4,26588753,VND,29401000,-0.0957,0.9043,False,0
31081,E000720,2024-02-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31082,E000720,2024-03-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31083,E000720,2024-04-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31084,E000720,2024-05-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31085,E000720,2024-06-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31086,E000720,2024-07-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31087,E000720,2024-08-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31088,E000720,2024-09-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31089,E000720,2024-10-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31090,E000720,2024-11-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31091,E000720,2024-12-01,01CN000010,Band 4,27675656,VND,29401000,-0.0587,0.9413,False,0
31092,E000720,2025-01-01,01CN000010,Band 4,27675656,VND,31459000,-0.1203,0.8797,False,0
31093,E000720,2025-02-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31094,E000720,2025-03-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31095,E000720,2025-04-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31096,E000720,2025-05-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31097,E000720,2025-06-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31098,E000720,2025-07-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31099,E000720,2025-08-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31100,E000720,2025-09-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31101,E000720,2025-10-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31102,E000720,2025-11-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31103,E000720,2025-12-01,01CN000010,Band 4,28899093,VND,31459000,-0.0814,0.9186,False,0
31104,E000721,2022-02-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31105,E000721,2022-03-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31106,E000721,2022-04-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31107,E000721,2022-05-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31108,E000721,2022-06-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31109,E000721,2022-07-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31110,E000721,2022-08-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31111,E000721,2022-09-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31112,E000721,2022-10-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31113,E000721,2022-11-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31114,E000721,2022-12-01,01QT000001,Band 7,83370903,VND,69550000,0.1987,1.1987,False,0
31115,E000721,2023-01-01,01QT000001,Band 7,83370903,VND,74418000,0.1203,1.1203,False,0
31116,E000721,2023-02-01,01QT000001,Band 7,87466661,VND,74418000,0.1753,1.1753,False,0
31117,E000721,2023-03-01,01QT000001,Band 7,87466661,VND,74418000,0.1753,1.1753,False,0
31118,E000721,2023-04-01,01QT000001,Band 7,87466661,VND,74418000,0.1753,1.1753,False,0
31119,E000721,2023-05-01,01QT000001,Band 7,87466661,VND,74418000,0.1753,1.1753,False,0
31120,E000721,2023-06-01,01QT000001,Band 7,87466661,VND,74418000,0.1753,1.1753,False,0
31121,E000721,2023-07-01,01QT000001,Band 7,87466661,VND,74418000,0.1753,1.1753,False,0
31122,E000721,2023-08-01,01QT000001,Band 7,87466661,VND,74418000,0.1753,1.1753,False,0
31123,E000721,2023-09-01,01QT000001,Band 7,87466661,VND,74418000,0.1753,1.1753,False,0
31124,E000721,2023-10-01,01QT000001,Band 7,87466661,VND,74418000,0.1753,1.1753,False,0
31125,E000722,2022-02-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31126,E000722,2022-03-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31127,E000722,2022-04-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31128,E000722,2022-05-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31129,E000722,2022-06-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31130,E000722,2022-07-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31131,E000722,2022-08-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31132,E000722,2022-09-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31133,E000722,2022-10-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31134,E000722,2022-11-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31135,E000722,2022-12-01,01CN000060,Band 4,27425314,VND,25680000,0.068,1.068,False,0
31136,E000722,2023-01-01,01CN000060,Band 4,27425314,VND,27478000,-0.0019,0.9981,False,0
31137,E000722,2023-02-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31138,E000722,2023-03-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31139,E000722,2023-04-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31140,E000722,2023-05-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31141,E000722,2023-06-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31142,E000722,2023-07-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31143,E000722,2023-08-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31144,E000722,2023-09-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31145,E000722,2023-10-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31146,E000722,2023-11-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31147,E000722,2023-12-01,01CN000060,Band 4,28649386,VND,27478000,0.0426,1.0426,False,0
31148,E000722,2024-01-01,01CN000060,Band 4,28649386,VND,29401000,-0.0256,0.9744,False,0
31149,E000722,2024-02-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31150,E000722,2024-03-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31151,E000722,2024-04-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31152,E000722,2024-05-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31153,E000722,2024-06-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31154,E000722,2024-07-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31155,E000722,2024-08-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31156,E000722,2024-09-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31157,E000722,2024-10-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31158,E000722,2024-11-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,False,0
31159,E000722,2024-12-01,01CN000060,Band 4,29607517,VND,29401000,0.007,1.007,True,1
31160,E000722,2025-01-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,True,2
31161,E000722,2025-02-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,True,3
31162,E000722,2025-03-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,True,4
31163,E000722,2025-04-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,True,5
31164,E000722,2025-05-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,True,6
31165,E000722,2025-06-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,True,7
31166,E000722,2025-07-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,True,8
31167,E000722,2025-08-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,False,0
31168,E000722,2025-09-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,False,0
31169,E000722,2025-10-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,False,0
31170,E000722,2025-11-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,False,0
31171,E000722,2025-12-01,01CN000060,Band 4,29607517,VND,31459000,-0.0589,0.9411,False,0
31172,E000723,2022-02-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31173,E000723,2022-03-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31174,E000723,2022-04-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31175,E000723,2022-05-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31176,E000723,2022-06-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31177,E000723,2022-07-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31178,E000723,2022-08-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31179,E000723,2022-09-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31180,E000723,2022-10-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31181,E000723,2022-11-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31182,E000723,2022-12-01,01CN000040,Band 4,23174455,VND,25680000,-0.0976,0.9024,False,0
31183,E000723,2023-01-01,01CN000040,Band 4,23174455,VND,27478000,-0.1566,0.8434,False,0
31184,E000723,2023-02-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31185,E000723,2023-03-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31186,E000723,2023-04-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31187,E000723,2023-05-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31188,E000723,2023-06-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31189,E000723,2023-07-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31190,E000723,2023-08-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31191,E000723,2023-09-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31192,E000723,2023-10-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31193,E000723,2023-11-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31194,E000723,2023-12-01,01CN000040,Band 4,24541621,VND,27478000,-0.1069,0.8931,False,0
31195,E000723,2024-01-01,01CN000040,Band 4,24541621,VND,29401000,-0.1653,0.8347,False,0
31196,E000723,2024-02-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31197,E000723,2024-03-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31198,E000723,2024-04-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31199,E000723,2024-05-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31200,E000723,2024-06-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31201,E000723,2024-07-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31202,E000723,2024-08-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31203,E000723,2024-09-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31204,E000723,2024-10-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31205,E000723,2024-11-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31206,E000723,2024-12-01,01CN000040,Band 4,25976695,VND,29401000,-0.1165,0.8835,False,0
31207,E000723,2025-01-01,01CN000040,Band 4,25976695,VND,31459000,-0.1743,0.8257,False,0
31208,E000723,2025-02-01,01CN000040,Band 4,27180636,VND,31459000,-0.136,0.864,False,0
31209,E000723,2025-03-01,01CN000040,Band 4,27180636,VND,31459000,-0.136,0.864,False,0
