termination_key,employee_id,dept_code,termination_date,last_working_date,termination_type,termination_reason_code,is_regretted_loss,tenure_at_termination_months,band
572,E001440,01CN000002,2025-09-01,2025-09-01,Involuntary,COMPENSATION,False,12,Band 4
573,E001443,01CN000072,2024-11-01,2024-11-01,Voluntary,PERFORMANCE,False,2,Band 3
574,E001445,01CN000078,2025-11-01,2025-11-01,Involuntary,PERFORMANCE,True,13,Band 5
575,E001461,01CN000057,2024-11-01,2024-11-01,Voluntary,PERSONAL,True,1,Band 5
576,E001465,01CN000024,2025-06-01,2025-06-01,Involuntary,CAREER_CHANGE,True,8,Band 4
577,E001471,01CN000024,2025-10-01,2025-10-01,Voluntary,COMPENSATION,False,12,Band 2
578,E001473,01CN000079,2025-07-01,2025-07-01,Voluntary,OTHER,False,8,Band 4
579,E001475,01CN000068,2025-11-01,2025-11-01,Voluntary,RELOCATION,False,12,Band 5
580,E001480,01QT000017,2025-04-01,2025-04-01,Voluntary,PERSONAL,False,5,Band 4
581,E001484,01QT000010,2025-07-01,2025-07-01,Voluntary,OTHER,False,8,Band 6
582,E001490,01QT000008,2025-11-01,2025-11-01,Voluntary,CAREER_CHANGE,False,12,Band 4
583,E001504,01CN000012,2025-01-01,2025-01-01,Voluntary,PERFORMANCE,False,1,Band 2
584,E001505,01CN000038,2025-12-01,2025-12-01,Voluntary,COMPENSATION,False,12,Band 4
585,E001507,01CN000059,2025-04-01,2025-04-01,Voluntary,CAREER_CHANGE,False,4,Band 4
586,E001516,01CN000071,2025-07-01,2025-07-01,Voluntary,COMPENSATION,False,7,Band 3
587,E001518,01QT000013,2025-11-01,2025-11-01,Voluntary,OTHER,False,11,Band 2
588,E001520,01CN000022,2025-02-01,2025-02-01,Involuntary,RELOCATION,True,2,Band 4
589,E001523,01CN000020,2025-08-01,2025-08-01,Voluntary,CAREER_CHANGE,False,8,Band 2
590,E001524,01CN000081,2025-09-01,2025-09-01,Voluntary,OTHER,True,9,Band 7
591,E001525,01CN000001,2025-06-01,2025-06-01,Voluntary,OTHER,False,6,Band 3
592,E001554,01CN000031,2025-12-01,2025-12-01,Voluntary,CAREER_CHANGE,True,11,Band 3
593,E001563,01CN000040,2025-08-01,2025-08-01,Voluntary,CAREER_CHANGE,False,6,Band 3
594,E001580,01CN000069,2025-07-01,2025-07-01,Voluntary,PERSONAL,True,5,Band 4
595,E001602,01CN000001,2025-06-01,2025-06-01,Voluntary,RELOCATION,True,3,Band 4
596,E001608,01CN000085,2025-07-01,2025-07-01,Voluntary,PERFORMANCE,False,4,K
597,E001627,01CN000069,2025-11-01,2025-11-01,Voluntary,PERSONAL,True,7,Band 4
598,E001632,01CN000057,2025-10-01,2025-10-01,Involuntary,PERSONAL,False,6,Band 5
599,E001633,01CN000061,2025-06-01,2025-06-01,Voluntary,PERFORMANCE,True,2,Band 3
600,E001641,01QT000003,2025-07-01,2025-07-01,Voluntary,CAREER_CHANGE,False,2,Band 3
601,E001660,01CN000085,2025-12-01,2025-12-01,Voluntary,PERFORMANCE,True,7,K
602,E001695,01CN000020,2025-11-01,2025-11-01,Voluntary,PERSONAL,True,5,Band 2
603,E001711,01CN000023,2025-10-01,2025-10-01,Involuntary,OTHER,False,3,Band 4
