position_code,position_name,job_code,dept_code,reports_to_position_code,band,role_type,location_code,is_manager,status,job_group_code
1CN01011,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Đô Thành,MJ029S,01CN000061,1CN00277,Band 4,,HCM29,0,A,RM
1CN01032,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Nam Thăng Long (Times City),MJ029S,01CN000080,1CN01378,Band 4,,HNO02,0,A,RM
1CN00151,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Trần Hưng Đạo,MJ029S,01CN000074,1CN01251,Band 4,,HCM40,0,A,RM
1CN00480,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Tân Thuận,MJ029S,01CN000040,1CN00769,Band 4,,HCM17,0,A,RM
1CN00561,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Quảng Ninh,MJ029S,01CN000044,1CN01243,Band 4,,QNI01,0,A,RM
1CN00784,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 2 Hồng Bàng,MJ029S,01CN000027,1CN01224,Band 4,,HPH07,0,A,RM
1CN01173,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Sở Giao dịch,MJ043S,01CN000033,1CN01062,Band 4,,HNO01,0,A,RM
1CN00950,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Hồ Chí Minh,MJ043S,01CN000037,1CN00528,Band 4,,HCM01,0,A,RM
1CN00663,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Hà Đông (Văn Quán),MJ043S,01CN000024,1CN00800,Band 4,,HNO49,0,A,RM
1CN00603,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Hoàng Mai (Hoàng Văn Thái),MJ043S,01CN000072,1CN00830,Band 4,,HNO65,0,A,RM
1CN00419,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Thành Công,MJ043S,01CN000034,1CN00454,Band 4,,HNO11,0,A,RM
1CN00212,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Bắc Ninh,MJ043S,01CN000070,1CN00060,Band 4,,BNI01,0,A,RM
1CN00644,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Cầu Giấy,MJ043S,01CN000006,1CN00405,Band 4,,HNO52,0,A,RM
1CN01066,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Đống Đa,MJ043S,01CN000073,1CN01241,Band 4,,HNO34,0,A,RM
1CN00096,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Hà Nội,MJ043S,01CN000041,1CN00209,Band 4,,HNO17,0,A,RM
1CN00780,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Hải Phòng,MJ043S,01CN000020,1CN00199,Band 4,,HPH01,0,A,RM
1CN01075,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Long Biên,MJ043S,01CN000001,1CN00764,Band 4,,HNO63,0,A,RM
1CN01310,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Thanh Xuân,MJ043S,01CN000085,1CN00486,Band 4,,HNO44,0,A,RM
1CN00205,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Bến Thành,MJ043S,01CN000076,1CN00767,Band 4,,HCM04,0,A,RM
1CN01373,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Gò Vấp (Nguyễn Oanh),MJ043S,01CN000060,1CN01255,Band 4,,HCM32,0,A,RM
1CN00283,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Bình Dương,MJ043S,01CN000079,1CN00295,Band 4,,BDU01,0,A,RM
1CN00046,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Cần Thơ,MJ043S,01CN000022,1CN00645,Band 4,,CTH01,0,A,RM
1CN00996,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Cộng Hòa,MJ043S,01CN000083,1CN00735,Band 4,,HCM12,0,A,RM
1CN01347,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Sài Gòn,MJ043S,01CN000067,1CN01319,Band 4,,HCM19,0,A,RM
1CN00849,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Tân Bình,MJ043S,01CN000069,1CN01114,Band 4,,HCM41,0,A,RM
1CN00262,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Vũng Tàu,MJ043S,01CN000059,1CN00027,Band 4,,BRV01,0,A,RM
1CN00093,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Hải Châu,MJ043S,01CN000003,1CN00017,Band 4,,DAN03,0,A,RM
1CN00385,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Đà Nẵng,MJ043S,01CN000023,1CN00959,Band 4,,DAN01,0,A,RM
1CN00041,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Khánh Hòa,MJ043S,01CN000038,1CN00244,Band 4,,KHO01,0,A,RM
1CN00226,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Đô Thành,MJ043S,01CN000061,1CN00277,Band 4,,HCM29,0,A,RM
1CN00461,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Nam Thăng Long (Times City),MJ043S,01CN000080,1CN01378,Band 4,,HNO02,0,A,RM
1CN00329,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Trần Hưng Đạo,MJ043S,01CN000074,1CN01251,Band 4,,HCM40,0,A,RM
1CN00878,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Tân Thuận,MJ043S,01CN000040,1CN00769,Band 4,,HCM17,0,A,RM
1CN00933,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Quảng Ninh,MJ043S,01CN000044,1CN01243,Band 4,,QNI01,0,A,RM
1CN00224,Giám đốc Quan hệ Khách hàng Doanh nghiệp Upper Cấp 1 Hồng Bàng,MJ043S,01CN000027,1CN01224,Band 4,,HPH07,0,A,RM
1CN00951,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Sở Giao dịch,MJ010S,01CN000033,1CN01062,Band 4,,HNO01,0,A,BO
1CN00531,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Hồ Chí Minh,MJ010S,01CN000037,1CN00528,Band 4,,HCM01,0,A,BO
1CN01179,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Hà Đông (Văn Quán),MJ010S,01CN000024,1CN00800,Band 4,,HNO49,0,A,BO
1CN00162,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Hoàng Mai (Hoàng Văn Thái),MJ010S,01CN000072,1CN00830,Band 4,,HNO65,0,A,BO
1CN01230,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Thành Công,MJ010S,01CN000034,1CN00454,Band 4,,HNO11,0,A,BO
1CN00055,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Bắc Ninh,MJ010S,01CN000070,1CN00060,Band 4,,BNI01,0,A,BO
1CN00903,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Cầu Giấy,MJ010S,01CN000006,1CN00405,Band 4,,HNO52,0,A,BO
1CN01335,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Đống Đa,MJ010S,01CN000073,1CN01241,Band 4,,HNO34,0,A,BO
1CN01342,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Hà Nội,MJ010S,01CN000041,1CN00209,Band 4,,HNO17,0,A,BO
1CN01332,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Hải Phòng,MJ010S,01CN000020,1CN00199,Band 4,,HPH01,0,A,BO
1CN00153,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Long Biên,MJ010S,01CN000001,1CN00764,Band 4,,HNO63,0,A,BO
1CN01009,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Thanh Xuân,MJ010S,01CN000085,1CN00486,Band 4,,HNO44,0,A,BO
1CN00157,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Bến Thành,MJ010S,01CN000076,1CN00767,Band 4,,HCM04,0,A,BO
1CN00410,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Gò Vấp (Nguyễn Oanh),MJ010S,01CN000060,1CN01255,Band 4,,HCM32,0,A,BO
1CN00298,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Bình Dương,MJ010S,01CN000079,1CN00295,Band 4,,BDU01,0,A,BO
1CN00360,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Cần Thơ,MJ010S,01CN000022,1CN00645,Band 4,,CTH01,0,A,BO
1CN01178,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Cộng Hòa,MJ010S,01CN000083,1CN00735,Band 4,,HCM12,0,A,BO
1CN00038,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Sài Gòn,MJ010S,01CN000067,1CN01319,Band 4,,HCM19,0,A,BO
1CN00066,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Tân Bình,MJ010S,01CN000069,1CN01114,Band 4,,HCM41,0,A,BO
1CN01041,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Vũng Tàu,MJ010S,01CN000059,1CN00027,Band 4,,BRV01,0,A,BO
1CN01206,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Hải Châu,MJ010S,01CN000003,1CN00017,Band 4,,DAN03,0,A,BO
1CN00229,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Đà Nẵng,MJ010S,01CN000023,1CN00959,Band 4,,DAN01,0,A,BO
1CN00557,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Khánh Hòa,MJ010S,01CN000038,1CN00244,Band 4,,KHO01,0,A,BO
1CN00552,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Đô Thành,MJ010S,01CN000061,1CN00277,Band 4,,HCM29,0,A,BO
1CN01284,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Nam Thăng Long (Times City),MJ010S,01CN000080,1CN01378,Band 4,,HNO02,0,A,BO
1CN00163,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Trần Hưng Đạo,MJ010S,01CN000074,1CN01251,Band 4,,HCM40,0,A,BO
1CN01339,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Tân Thuận,MJ010S,01CN000040,1CN00769,Band 4,,HCM17,0,A,BO
1CN01049,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Quảng Ninh,MJ010S,01CN000044,1CN01243,Band 4,,QNI01,0,A,BO
1CN00942,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 2 Hồng Bàng,MJ010S,01CN000027,1CN01224,Band 4,,HPH07,0,A,BO
1CN01201,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Sở Giao dịch,MJ011S,01CN000033,1CN01062,Band 4,,HNO01,0,A,BO
1CN00087,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Hồ Chí Minh,MJ011S,01CN000037,1CN00528,Band 4,,HCM01,0,A,BO
1CN00738,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Hà Đông (Văn Quán),MJ011S,01CN000024,1CN00800,Band 4,,HNO49,0,A,BO
1CN01283,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Hoàng Mai (Hoàng Văn Thái),MJ011S,01CN000072,1CN00830,Band 4,,HNO65,0,A,BO
1CN00317,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Thành Công,MJ011S,01CN000034,1CN00454,Band 4,,HNO11,0,A,BO
1CN01272,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Bắc Ninh,MJ011S,01CN000070,1CN00060,Band 4,,BNI01,0,A,BO
1CN00876,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Cầu Giấy,MJ011S,01CN000006,1CN00405,Band 4,,HNO52,0,A,BO
1CN00460,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Đống Đa,MJ011S,01CN000073,1CN01241,Band 4,,HNO34,0,A,BO
1CN01142,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Hà Nội,MJ011S,01CN000041,1CN00209,Band 4,,HNO17,0,A,BO
1CN00948,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Hải Phòng,MJ011S,01CN000020,1CN00199,Band 4,,HPH01,0,A,BO
1CN01308,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Long Biên,MJ011S,01CN000001,1CN00764,Band 4,,HNO63,0,A,BO
1CN00826,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Thanh Xuân,MJ011S,01CN000085,1CN00486,Band 4,,HNO44,0,A,BO
1CN00518,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Bến Thành,MJ011S,01CN000076,1CN00767,Band 4,,HCM04,0,A,BO
1CN01004,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Gò Vấp (Nguyễn Oanh),MJ011S,01CN000060,1CN01255,Band 4,,HCM32,0,A,BO
1CN00589,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Bình Dương,MJ011S,01CN000079,1CN00295,Band 4,,BDU01,0,A,BO
1CN01193,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Cần Thơ,MJ011S,01CN000022,1CN00645,Band 4,,CTH01,0,A,BO
1CN00395,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Cộng Hòa,MJ011S,01CN000083,1CN00735,Band 4,,HCM12,0,A,BO
1CN00044,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Sài Gòn,MJ011S,01CN000067,1CN01319,Band 4,,HCM19,0,A,BO
1CN00743,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Tân Bình,MJ011S,01CN000069,1CN01114,Band 4,,HCM41,0,A,BO
1CN00615,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Vũng Tàu,MJ011S,01CN000059,1CN00027,Band 4,,BRV01,0,A,BO
1CN01065,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Hải Châu,MJ011S,01CN000003,1CN00017,Band 4,,DAN03,0,A,BO
1CN01192,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Đà Nẵng,MJ011S,01CN000023,1CN00959,Band 4,,DAN01,0,A,BO
1CN01292,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Khánh Hòa,MJ011S,01CN000038,1CN00244,Band 4,,KHO01,0,A,BO
1CN00477,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Đô Thành,MJ011S,01CN000061,1CN00277,Band 4,,HCM29,0,A,BO
1CN00491,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Nam Thăng Long (Times City),MJ011S,01CN000080,1CN01378,Band 4,,HNO02,0,A,BO
1CN00019,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Trần Hưng Đạo,MJ011S,01CN000074,1CN01251,Band 4,,HCM40,0,A,BO
1CN00734,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Tân Thuận,MJ011S,01CN000040,1CN00769,Band 4,,HCM17,0,A,BO
1CN01363,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Quảng Ninh,MJ011S,01CN000044,1CN01243,Band 4,,QNI01,0,A,BO
1CN01113,Giám đốc Phát triển Khách hàng Doanh nghiệp Cấp 1 Hồng Bàng,MJ011S,01CN000027,1CN01224,Band 4,,HPH07,0,A,BO
1CN00050,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Sở Giao dịch,MJ028S,01CN000033,1CN01062,Band 3,,HNO01,0,A,BO
1CN01184,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Hồ Chí Minh,MJ028S,01CN000037,1CN00528,Band 3,,HCM01,0,A,BO
1CN00688,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Hà Đông (Văn Quán),MJ028S,01CN000024,1CN00800,Band 3,,HNO49,0,A,BO
1CN00976,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Hoàng Mai (Hoàng Văn Thái),MJ028S,01CN000072,1CN00830,Band 3,,HNO65,0,A,BO
1CN01318,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Thành Công,MJ028S,01CN000034,1CN00454,Band 3,,HNO11,0,A,BO
1CN00037,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Bắc Ninh,MJ028S,01CN000070,1CN00060,Band 3,,BNI01,0,A,BO
1CN00170,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Cầu Giấy,MJ028S,01CN000006,1CN00405,Band 3,,HNO52,0,A,BO
1CN01141,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Đống Đa,MJ028S,01CN000073,1CN01241,Band 3,,HNO34,0,A,BO
1CN00703,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Hà Nội,MJ028S,01CN000041,1CN00209,Band 3,,HNO17,0,A,BO
1CN01167,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Hải Phòng,MJ028S,01CN000020,1CN00199,Band 3,,HPH01,0,A,BO
1CN00485,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Long Biên,MJ028S,01CN000001,1CN00764,Band 3,,HNO63,0,A,BO
1CN01195,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Thanh Xuân,MJ028S,01CN000085,1CN00486,Band 3,,HNO44,0,A,BO
1CN00428,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Bến Thành,MJ028S,01CN000076,1CN00767,Band 3,,HCM04,0,A,BO
1CN00121,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Gò Vấp (Nguyễn Oanh),MJ028S,01CN000060,1CN01255,Band 3,,HCM32,0,A,BO
1CN00315,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Bình Dương,MJ028S,01CN000079,1CN00295,Band 3,,BDU01,0,A,BO
1CN00195,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Cần Thơ,MJ028S,01CN000022,1CN00645,Band 3,,CTH01,0,A,BO
1CN01309,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Cộng Hòa,MJ028S,01CN000083,1CN00735,Band 3,,HCM12,0,A,BO
1CN01036,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Sài Gòn,MJ028S,01CN000067,1CN01319,Band 3,,HCM19,0,A,BO
1CN01381,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Tân Bình,MJ028S,01CN000069,1CN01114,Band 3,,HCM41,0,A,BO
1CN01022,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Vũng Tàu,MJ028S,01CN000059,1CN00027,Band 3,,BRV01,0,A,BO
1CN00338,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Hải Châu,MJ028S,01CN000003,1CN00017,Band 3,,DAN03,0,A,BO
1CN01168,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Đà Nẵng,MJ028S,01CN000023,1CN00959,Band 3,,DAN01,0,A,BO
1CN01354,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Khánh Hòa,MJ028S,01CN000038,1CN00244,Band 3,,KHO01,0,A,BO
1CN00751,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Đô Thành,MJ028S,01CN000061,1CN00277,Band 3,,HCM29,0,A,BO
1CN01077,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Nam Thăng Long (Times City),MJ028S,01CN000080,1CN01378,Band 3,,HNO02,0,A,BO
1CN00271,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Trần Hưng Đạo,MJ028S,01CN000074,1CN01251,Band 3,,HCM40,0,A,BO
1CN00507,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Tân Thuận,MJ028S,01CN000040,1CN00769,Band 3,,HCM17,0,A,BO
1CN01237,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Quảng Ninh,MJ028S,01CN000044,1CN01243,Band 3,,QNI01,0,A,BO
1CN01172,Chuyên viên chính Phát triển Khách hàng Doanh nghiệp Hồng Bàng,MJ028S,01CN000027,1CN01224,Band 3,,HPH07,0,A,BO
1CN01207,Chuyên viên Phát triển Khách hàng Doanh nghiệp Sở Giao dịch,MJ008C,01CN000033,1CN01062,Band 2,,HNO01,0,A,BO
1CN00925,Chuyên viên Phát triển Khách hàng Doanh nghiệp Hồ Chí Minh,MJ008C,01CN000037,1CN00528,Band 2,,HCM01,0,A,BO
1CN00526,Chuyên viên Phát triển Khách hàng Doanh nghiệp Hà Đông (Văn Quán),MJ008C,01CN000024,1CN00800,Band 2,,HNO49,0,A,BO
1CN00289,Chuyên viên Phát triển Khách hàng Doanh nghiệp Hoàng Mai (Hoàng Văn Thái),MJ008C,01CN000072,1CN00830,Band 2,,HNO65,0,A,BO
1CN00217,Chuyên viên Phát triển Khách hàng Doanh nghiệp Thành Công,MJ008C,01CN000034,1CN00454,Band 2,,HNO11,0,A,BO
1CN00125,Chuyên viên Phát triển Khách hàng Doanh nghiệp Bắc Ninh,MJ008C,01CN000070,1CN00060,Band 2,,BNI01,0,A,BO
1CN01330,Chuyên viên Phát triển Khách hàng Doanh nghiệp Cầu Giấy,MJ008C,01CN000006,1CN00405,Band 2,,HNO52,0,A,BO
1CN00610,Chuyên viên Phát triển Khách hàng Doanh nghiệp Đống Đa,MJ008C,01CN000073,1CN01241,Band 2,,HNO34,0,A,BO
1CN01130,Chuyên viên Phát triển Khách hàng Doanh nghiệp Hà Nội,MJ008C,01CN000041,1CN00209,Band 2,,HNO17,0,A,BO
1CN00827,Chuyên viên Phát triển Khách hàng Doanh nghiệp Hải Phòng,MJ008C,01CN000020,1CN00199,Band 2,,HPH01,0,A,BO
1CN00863,Chuyên viên Phát triển Khách hàng Doanh nghiệp Long Biên,MJ008C,01CN000001,1CN00764,Band 2,,HNO63,0,A,BO
1CN00983,Chuyên viên Phát triển Khách hàng Doanh nghiệp Thanh Xuân,MJ008C,01CN000085,1CN00486,Band 2,,HNO44,0,A,BO
1CN00192,Chuyên viên Phát triển Khách hàng Doanh nghiệp Bến Thành,MJ008C,01CN000076,1CN00767,Band 2,,HCM04,0,A,BO
1CN00980,Chuyên viên Phát triển Khách hàng Doanh nghiệp Gò Vấp (Nguyễn Oanh),MJ008C,01CN000060,1CN01255,Band 2,,HCM32,0,A,BO
1CN01053,Chuyên viên Phát triển Khách hàng Doanh nghiệp Bình Dương,MJ008C,01CN000079,1CN00295,Band 2,,BDU01,0,A,BO
1CN01067,Chuyên viên Phát triển Khách hàng Doanh nghiệp Cần Thơ,MJ008C,01CN000022,1CN00645,Band 2,,CTH01,0,A,BO
1CN00137,Chuyên viên Phát triển Khách hàng Doanh nghiệp Cộng Hòa,MJ008C,01CN000083,1CN00735,Band 2,,HCM12,0,A,BO
1CN00415,Chuyên viên Phát triển Khách hàng Doanh nghiệp Sài Gòn,MJ008C,01CN000067,1CN01319,Band 2,,HCM19,0,A,BO
1CN00893,Chuyên viên Phát triển Khách hàng Doanh nghiệp Tân Bình,MJ008C,01CN000069,1CN01114,Band 2,,HCM41,0,A,BO
1CN00098,Chuyên viên Phát triển Khách hàng Doanh nghiệp Vũng Tàu,MJ008C,01CN000059,1CN00027,Band 2,,BRV01,0,A,BO
1CN00063,Chuyên viên Phát triển Khách hàng Doanh nghiệp Hải Châu,MJ008C,01CN000003,1CN00017,Band 2,,DAN03,0,A,BO
1CN00812,Chuyên viên Phát triển Khách hàng Doanh nghiệp Đà Nẵng,MJ008C,01CN000023,1CN00959,Band 2,,DAN01,0,A,BO
1CN00020,Chuyên viên Phát triển Khách hàng Doanh nghiệp Khánh Hòa,MJ008C,01CN000038,1CN00244,Band 2,,KHO01,0,A,BO
1CN00732,Chuyên viên Phát triển Khách hàng Doanh nghiệp Đô Thành,MJ008C,01CN000061,1CN00277,Band 2,,HCM29,0,A,BO
1CN00569,Chuyên viên Phát triển Khách hàng Doanh nghiệp Nam Thăng Long (Times City),MJ008C,01CN000080,1CN01378,Band 2,,HNO02,0,A,BO
1CN01216,Chuyên viên Phát triển Khách hàng Doanh nghiệp Trần Hưng Đạo,MJ008C,01CN000074,1CN01251,Band 2,,HCM40,0,A,BO
1CN00636,Chuyên viên Phát triển Khách hàng Doanh nghiệp Tân Thuận,MJ008C,01CN000040,1CN00769,Band 2,,HCM17,0,A,BO
1CN00420,Chuyên viên Phát triển Khách hàng Doanh nghiệp Quảng Ninh,MJ008C,01CN000044,1CN01243,Band 2,,QNI01,0,A,BO
1CN00544,Chuyên viên Phát triển Khách hàng Doanh nghiệp Hồng Bàng,MJ008C,01CN000027,1CN01224,Band 2,,HPH07,0,A,BO
1CN00449,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 2 Hà Đông (Văn Quán),M00107,01CN000024,1CN00800,Band 4,,HNO49,0,I,RM
1CN00541,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 1 Hà Đông (Văn Quán),M00108,01CN000024,1CN00800,Band 4,,HNO49,0,I,RM
1CN00447,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Hà Đông (Văn Quán),M00109,01CN000024,1CN00800,Band 3,,HNO49,0,I,RM
1CN00993,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Hà Đông (Văn Quán),M00110,01CN000024,1CN00800,Band 2,,HNO49,0,I,RM
1CN01182,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 2 Hoàng Mai (Hoàng Văn Thái),M00107,01CN000072,1CN00830,Band 4,,HNO65,1,I,RM
1CN00874,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 1 Hoàng Mai (Hoàng Văn Thái),M00108,01CN000072,1CN00830,Band 4,,HNO65,0,I,RM
1CN00825,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Hoàng Mai (Hoàng Văn Thái),M00109,01CN000072,1CN00830,Band 3,,HNO65,0,I,RM
1CN00129,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Hoàng Mai (Hoàng Văn Thái),M00110,01CN000072,1CN00830,Band 2,,HNO65,0,I,RM
1CN00214,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 2 Tây Hồ (Thụy Khuê),M00107,01CN000034,1CN00454,Band 4,,HNO20,0,I,RM
1CN00850,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 1 Tây Hồ (Thụy Khuê),M00108,01CN000034,1CN00454,Band 4,,HNO20,0,I,RM
1CN00814,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Tây Hồ (Thụy Khuê),M00109,01CN000034,1CN00454,Band 3,,HNO20,0,I,RM
1CN00225,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Tây Hồ (Thụy Khuê),M00110,01CN000034,1CN00454,Band 2,,HNO20,0,I,RM
1CN00085,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 2 Bắc Ninh,M00107,01CN000070,1CN00060,Band 4,,BNI01,1,I,RM
