job_code,job_name,job_family,job_short_name,job_group_id,job_group_code,job_group_name,job_category,revenue_flag,sale_flag
FA026S,Chuyên viên chính Kế toán thuế và hậu kiểm,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA031S,Chuyên viên cao cấp Chính sách Kế toán và Tham số,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA032S,Kiểm soát viên Chính sách Kế toán,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA033S,Chuyên viên chính Chính sách Kế toán và Tham số,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA037S,Chuyên viên cao cấp Báo cáo tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA038S,Kiểm soát viên Báo cáo tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA039S,Chuyên viên chính Báo cáo tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA043S,Chuyên viên cao cấp Báo cáo thống kê,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA044S,Kiểm soát viên Báo cáo thống kê và đối soát cấp 1,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA045S,Chuyên viên chính Đối soát,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA048S,Chuyên viên cao cấp Kế toán tổng hợp,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA050S,Chuyên viên chính Kế toán tổng hợp,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA051S,Kiểm soát viên Kế toán tổng hợp,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA009T,Trưởng nhóm Kế toán chi tiêu,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA023T,Trưởng nhóm Kế toán thuế và hậu kiểm,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA030T,Trưởng nhóm Chinh sách Kế toán,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA036T,Trưởng nhóm Báo cáo tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA042T,Trưởng nhóm Báo cáo thống kê,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA049T,Tổ trưởng Kế toán tổng hợp,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA056T,Tổ trưởng Kế toán chi tiêu Hà Nội,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA063T,Tổ trưởng Kế toán chi tiêu Hồ Chí Minh,"Công nghệ, viễn thông và kết nối mạng",,JG01,BO,Back Office,Bussiness,0,0
FC006C,Nhân viên Quản lý Hiệu suất Ngân hàng Bán lẻ,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC010C,Chuyên viên Quản lý Hiệu suất Ngân hàng Định chế Tài chính (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC011C,Nhân viên Quản lý Hiệu suất Ngân hàng Định chế Tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC015C,Chuyên viên Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC016C,Nhân viên Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC020C,Chuyên viên Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược lớn,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC021C,Nhân viên Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược lớn,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC030C,Chuyên viên Trung tâm Mua sắm và Đấu thầu Miền Nam,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC031C,Nhân viên Trung tâm Mua sắm và Đấu thầu Miền Nam,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC035C,Chuyên viên Thanh khoản và Tối ưu hóa Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC036C,Nhân viên Quản trị Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC045C,Chuyên viên Quản lý Hiệu suất Thu hồi nợ và Khách hàng chiến lược,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC046C,Nhân viên Quản lý Hiệu suất Thu hồi nợ và Khách hàng chiến lược,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC050C,Chuyên viên Quản lý Hiệu suất Ngân hàng Cộng đồng,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC051C,Nhân viên Quản lý Hiệu suất Ngân hàng Cộng đồng,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC004E,Chuyên gia Trung tâm Mua sắm và Đấu thầu Miền Nam,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC001M,Giám đốc Trung tâm Quản trị tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC002M,Giám đốc Quản lý Hiệu suất Ngân hàng Bán lẻ,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC003M,Giám đốc Quản lý Hiệu suất Bán hàng,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC006M,Giám đốc Trung tâm Mua sắm và Đấu thầu Miền Nam Ngân hàng Bán lẻ,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC007M,Giám đốc Quản lý Hiệu suất Ngân hàng Định chế Tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC008M,Giám đốc Quản lý Hiệu suất Kinh doanh,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC009M,Giám đốc Báo cáo tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC012M,Giám đốc Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC013M,Giám đốc Quản lý Hiệu suất Phân khúc Khách hàng Doanh nghiệp,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC014M,Giám đốc Quản lý Hiệu suất Phân khúc Khách hàng Doanh nghiệp lớn,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC015M,Giám đốc Quản lý Hiệu suất Dịch vụ Ngân hàng Giao dịch,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC017M,Giám đốc Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược lớn,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC027M,Giám đốc Trung tâm Mua sắm và Đấu thầu Miền Nam,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC032M,Giám đốc Quản trị Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC042M,Giám đốc Quản lý Hiệu suất Thu hồi nợ và Khách hàng chiến lược,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC047M,Giám đốc Quản lý Hiệu suất Ngân hàng Cộng đồng,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC048M,Giám đốc Báo cáo tài chính (chức năng),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC008S,Chuyên viên cao cấp Quản lý Hiệu suất Ngân hàng Định chế Tài chính (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC009S,Chuyên viên chính Quản lý Hiệu suất Ngân hàng Định chế Tài chính (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC013S,Chuyên viên cao cấp Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC014S,Chuyên viên chính Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC018S,Chuyên viên cao cấp Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược lớn,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC019S,Chuyên viên chính Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược lớn,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC028S,Chuyên viên cao cấp Trung tâm Mua sắm và Đấu thầu Miền Nam,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC029S,Chuyên viên chính Trung tâm Mua sắm và Đấu thầu Miền Nam,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC033S,Chuyên viên cao cấp Thanh khoản và Tối ưu hóa Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC034S,Chuyên viên chính Thanh khoản và Tối ưu hóa Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC043S,Chuyên viên cao cấp Quản lý Hiệu suất Thu hồi nợ và Khách hàng chiến lược,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC044S,Chuyên viên chính Quản lý Hiệu suất Thu hồi nợ và Khách hàng chiến lược,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC048S,Chuyên viên cao cấp Quản lý Hiệu suất Ngân hàng Cộng đồng,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC049S,Chuyên viên chính Quản lý Hiệu suất Ngân hàng Cộng đồng,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FE001C,QTV Quản lý Tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FE001D,Giám đốc Khối Quản trị và Hỗ trợ Vận hành,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FE002D,Phó Giám đốc Khối Quản trị và Hỗ trợ Vận hành,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FE003D,Kế toán trưởng MSB,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
MK106M,Giám đốc Phân tích Thông tin Quản trị,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
PB019M,Giám đốc Quản lý Dự án ERP,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB059S,Thành viên Dự án,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB069S,Chuyên viên cao cấp Dự án ERP,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB070S,Chuyên viên chính Dự án ERP,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
VE002C,Chuyên viên Quản lý Quan hệ nhà đầu tư,"Quản lý Đầu tư, Tài sản",,JG01,BO,Back Office,Bussiness,0,0
VE001E,Chuyên gia cao cấp Quản lý Quan hệ Nhà đầu tư,"Quản lý Đầu tư, Tài sản",,JG01,BO,Back Office,Bussiness,0,0
VE002E,Chuyên gia Quản lý Quan hệ Nhà đầu tư,"Quản lý Đầu tư, Tài sản",,JG01,BO,Back Office,Bussiness,0,0
VE001M,Giám đốc Quản lý Quan hệ Nhà đầu tư,"Quản lý Đầu tư, Tài sản",,JG01,BO,Back Office,Bussiness,0,0
VE001S,Chuyên viên cao cấp Quản lý Quan hệ nhà đầu tư,"Quản lý Đầu tư, Tài sản",,JG01,BO,Back Office,Bussiness,0,0
VE002S,Chuyên viên chính Quản lý Quan hệ nhà đầu tư,"Quản lý Đầu tư, Tài sản",,JG01,BO,Back Office,Bussiness,0,0
FC037C,Giám đốc Quản lý Hiệu suất Ngân hàng Quản lý Tín dụng,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00381,Chuyên gia Phân tích thông tin quản trị (Khối Quản trị và Hỗ trợ Vận hành),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00382,Chuyên viên cao cấp Phân tích thông tin quản trị (Khối Quản trị và Hỗ trợ Vận hành),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00383,Chuyên viên chính Phân tích thông tin quản trị (Khối Quản trị và Hỗ trợ Vận hành),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00384,Chuyên viên Phân tích thông tin quản trị (Khối Quản trị và Hỗ trợ Vận hành),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00385,Chuyên gia Quản lý Hiệu suất bán hàng (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00386,Chuyên viên cao cấp Quản lý Hiệu suất bán hàng (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00387,Chuyên viên chính Quản lý Hiệu suất bán hàng (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00388,Chuyên viên Quản lý Hiệu suất bán hàng (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
